OBJECTID,GEOID,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
1550,6037572100,12,2,4,3,3,1148273.645,4956.543825
1551,6037572301,17,5,5,4,3,1191527.305,7073.217306
1552,6037572302,10,2,2,3,3,1092338.773,4173.098964
1553,6037228600,17,3,5,5,4,768953.457,3527.131822
1554,6037229200,15,1,4,5,5,649135.082,3281.278081
1555,6037228800,19,5,5,5,4,1229513.57,4550.483
1556,6037228900,20,5,5,5,5,755558.3008,3552.422777
1557,6037231400,14,2,4,5,3,906042.0664,3811.293352
1558,6037231220,17,4,4,5,4,1414253.586,4846.549649
1559,6037231500,12,1,3,5,3,1338094.727,4709.164179
1560,6037231710,18,4,4,5,5,474533.582,2925.866754
1561,6037232120,19,5,5,5,4,768928.7188,3582.91263
1562,6037236400,8,1,4,2,1,1955880.586,7118.049408
1563,6037236202,13,2,3,5,3,647327.793,3485.06736
1564,6037234200,13,2,5,2,4,1283526.781,4796.173289
1565,6037261200,7,3,2,1,1,11103600.56,21776.61859
1566,6037262100,5,1,2,1,1,12826054.41,25703.62535
1567,6037262400,4,1,1,1,1,16476003.39,27497.38375
1568,6037262303,5,1,2,1,1,3812958.426,10655.23429
1569,6037262302,7,1,4,1,1,4473563.91,11850.49038
1570,6037267200,11,5,4,1,1,1725528.051,5450.676141
1571,6037241002,15,4,4,5,2,1033914.203,4781.65921
1572,6037241001,17,5,5,5,2,1312183.309,6658.629636
1573,6037240402,16,4,5,5,2,873982.8438,4089.151626
1574,6037602507,15,5,3,4,3,470916.4688,2907.02083
1575,6037602506,15,5,3,4,3,469334.8594,2900.639532
1576,6037602505,17,5,3,5,4,470382.9219,2911.834819
1577,6037602504,16,5,3,4,4,468377.7969,2909.0673
1578,6037600303,12,1,4,5,2,529663.3281,3356.110652
1579,6037101300,5,1,1,1,2,3781233.109,10813.18418
1580,6037651001,6,2,2,1,1,2068868.531,7009.160864
1581,6037702600,8,2,4,1,1,3171732.484,8868.778587
1582,6037670701,5,1,2,1,1,4333817.09,12360.5167
1583,6037670002,9,3,2,2,2,1247660.898,4680.206483
1584,6037294520,12,1,5,4,2,702814.7695,3500.581838
1585,6037296600,15,4,2,4,5,1220661.527,4504.146984
1586,6037575103,16,4,3,4,5,695782.6719,3372.064921
1587,6037576402,15,3,2,5,5,470432.5547,2913.703815
1588,6037575902,15,2,5,3,5,508691.6133,2875.981169
1589,6037575401,20,5,5,5,5,1288683.652,4620.449812
1590,6037575901,15,3,4,3,5,706739.5,3558.384575
1591,6037575102,17,5,2,5,5,587704.207,3393.984118
1592,6037575803,20,5,5,5,5,289414.1172,2538.367675
1593,6037297000,5,1,1,1,2,2099039.531,6892.627591
1594,6037575801,18,5,4,4,5,629528.7617,3163.473233
1595,6037294830,16,4,3,5,4,1282299.852,5022.282947
1596,6037294510,12,1,5,4,2,747304.8047,3611.155289
1597,6037294900,17,5,4,5,3,939406.9961,4997.190569
1598,6037296210,16,4,2,5,5,808236.5938,3517.78184
1599,6037294810,14,3,3,5,3,465157.6641,2778.733177
1600,6037577501,8,1,1,1,5,1974064.102,5672.335753
1601,6037575201,15,3,2,5,5,822470.043,3876.278339
1602,6037575202,17,4,3,5,5,586822.8789,3390.942836
1603,6037104500,12,2,2,5,3,779213.0352,4172.754165
1604,6037104810,11,5,1,4,1,1647893.59,5258.691635
1605,6037106403,7,1,1,3,2,1625409.215,5282.980789
1606,6037107010,10,2,1,3,4,1001192,4791.051666
1607,6037106641,5,1,1,1,2,1669435.633,7028.614027
1608,6037107020,11,5,1,3,2,1458941.949,5396.572358
1609,6037108101,5,1,1,1,2,1658013.762,5399.064633
1610,6037117530,14,3,2,5,4,819693.043,3670.737022
1611,6037119800,8,2,1,3,2,1822146.742,5513.881083
1612,6037117405,17,5,2,5,5,297276.8984,2193.136701
1613,6037120010,13,5,2,4,2,827632.9063,3762.837055
1614,6037119900,7,1,1,3,2,1538000.816,5401.559167
1615,6037120030,17,5,2,5,5,523239.8398,2918.080742
1616,6037119700,7,2,2,2,1,1930663.172,7502.18557
1617,6037121010,12,2,4,4,2,2979549.582,7196.930322
1618,6037120300,9,3,2,3,1,2511168.379,6827.038203
1619,6037120020,15,4,2,5,4,808322.0469,5992.40393
1620,6037121020,12,2,4,3,3,1205135.953,4839.645337
1621,6037117520,14,3,2,5,4,474231.8984,2862.891192
1622,6037121210,13,2,2,4,5,2976646.195,6801.112784
1623,6037122120,11,3,3,3,2,1053595.84,4927.904659
1624,6037127520,18,5,3,5,5,535163.6016,2946.675893
1625,6037600202,13,2,4,5,2,1209175.313,5357.45627
1626,6037600501,13,2,5,3,3,949908.8438,3898.698685
1627,6037600400,13,1,5,4,3,1428016.801,5857.992147
1628,6037296300,9,4,2,2,1,1538453.828,6244.255062
1629,6037600702,11,3,4,3,1,3578901.727,8830.220307
1630,6037135202,5,1,1,1,2,2571274.164,6569.982694
1631,6037135203,5,1,1,1,2,6583748.461,12301.52958
1632,6037137302,5,1,1,1,2,3581701.508,9219.017474
1633,6037132900,10,4,1,2,3,1748103.113,6705.658757
1634,6037131200,10,2,1,2,5,1654254.121,5347.697905
1635,6037131600,8,2,1,3,2,3217066.457,7170.597506
1636,6037137301,4,1,1,1,1,2354305.332,7456.128652
1637,6037137201,12,3,5,2,2,2921063.906,7065.247171
1638,6037137504,5,1,1,1,2,5616799.684,12074.26074
1639,6037137401,9,3,2,2,2,3482255.785,9748.273106
1640,6037460900,8,2,1,3,2,3587346.203,9298.740511
1641,6037461700,8,3,1,1,3,3242109.023,10243.07235
1642,6037462400,9,2,1,2,4,1922425.828,5709.343467
1643,6037462100,8,2,1,3,2,1531469.016,5060.444542
1644,6037461600,12,3,2,3,4,2430543.035,6633.638324
1645,6037462500,9,1,2,2,4,3758568.941,11482.88341
1646,6037463000,9,2,1,2,4,2635629.16,6651.788182
1647,6037404803,17,4,4,4,5,702042.3945,5198.886347
1648,6037404802,14,4,4,4,2,1538383.906,5692.046839
1649,6037405001,9,2,2,3,2,2480208.582,7067.175726
1650,6037405800,8,2,2,2,2,2762269.824,7705.094319
1651,6037430002,11,3,1,3,4,3147021.313,9799.811966
1652,6037407400,10,1,3,3,3,885874.6523,3789.941471
1653,6037190510,19,5,5,4,5,466025.25,2938.904518
1654,6037403722,11,4,1,3,3,2636675.723,6844.351538
1655,6037501900,8,1,3,2,2,2017451.75,6223.685013
1656,6037503301,9,1,3,1,4,1589467.063,5298.151795
1657,6037502100,17,5,4,3,5,2812423.715,7437.390091
1658,6037502200,13,4,3,3,3,2577351.621,6999.141217
1659,6037502301,13,4,4,3,2,2329256.121,6429.526238
1660,6037503202,12,1,3,3,5,1654528.613,5861.832413
1661,6037503401,9,1,3,2,3,2828770.977,7023.14371
1662,6037553200,12,2,3,3,4,2803249.457,7501.553617
1663,6037554700,11,3,3,3,2,1166384.688,5067.777524
1664,6037554801,15,5,3,4,3,1313841.969,5553.885209
1665,6037553701,11,2,2,5,2,1581781.844,6797.482592
1666,6037553801,15,4,3,5,3,1893243.461,5817.425495
1667,6037553502,16,5,2,4,5,1842735.531,5673.928216
1668,6037553601,13,4,3,4,2,2962617.258,9890.095095
1669,6037106520,12,4,1,3,4,3244207.93,7307.721482
1670,6037400603,10,3,2,2,3,12982003.15,22979.6539
1671,6037553901,14,5,2,3,4,1864518.82,5791.547188
1672,6037543501,14,3,5,4,2,3882515.68,12740.58861
1673,6037555002,13,4,3,3,3,1328594.336,4694.750715
1674,6037571900,8,3,2,1,2,2829113.867,8759.492295
1675,6037572400,13,3,5,3,2,811809.4648,4683.535004
1676,6037572002,14,3,3,3,5,1502405.473,5122.251781
1677,6037572001,10,3,2,1,4,2096796.199,6169.439144
1678,6037573700,7,1,1,1,4,2639056.035,6764.217492
1679,6037573800,6,2,1,1,2,2223644.902,6553.294862
1680,6037573902,11,4,2,1,4,991958.0039,5207.292689
1681,6037264301,10,2,4,1,3,613245.9492,3202.174399
1682,6037265520,11,5,4,1,1,1121377.941,4937.479589
1683,6037262601,4,1,1,1,1,5394072.543,12760.23375
1684,6037265305,8,2,3,2,1,451802.2305,3666.94963
1685,6037265420,7,2,3,1,1,1059721.844,4536.123516
1686,6037265303,8,1,3,2,2,214034.8398,2113.419017
1687,6037265304,10,1,4,3,2,191995.9219,2157.380226
1688,6037265100,7,2,2,1,2,3454476.715,8957.482723
1689,6037264000,6,2,2,1,1,2735822.813,8452.018958
1690,6037265510,12,4,4,2,2,560354.6914,3054.377679
1691,6037980033,0,0,1,0,5,41509674.9,31441.5379
1692,6037980031,7,4,1,1,1,37394200.38,30079.87155
1693,6037980030,0,0,4,0,1,6226453.434,11043.1434
1694,6037980019,6,2,1,2,1,64559914.59,56831.45649
1695,6037980018,0,0,4,0,3,10736333.37,20351.76195
1696,6037239701,17,5,5,5,2,596295.9219,3487.23094
1697,6037239602,16,5,5,5,1,522685.7031,3408.190352
1698,6037239601,17,5,5,5,2,615684.668,3527.479646
1699,6037239502,16,3,5,5,3,746120.1797,3976.682935
1700,6037239501,18,5,4,5,4,691179.4688,3887.257494
1701,6037601501,14,2,5,5,2,688665.4453,3869.646262
1702,6037670405,4,1,1,1,1,2187178.699,8048.649938
1703,6037101220,12,3,1,4,4,1026835.688,4673.869604
1704,6037670702,4,1,1,1,1,9852750.242,22408.42683
1705,6037670500,4,1,1,1,1,11237195.1,17542.76898
1706,6037651222,6,2,2,1,1,2212689.488,6631.572239
1707,6037651302,4,1,1,1,1,3487459.445,11489.60425
1708,6037651002,7,3,2,1,1,1710501.688,5682.362585
1709,6037575402,20,5,5,5,5,471328.9297,2914.821762
1710,6037113233,12,2,2,4,4,1674381.348,6164.188253
1711,6037573002,17,4,3,5,5,470308.3867,2912.40353
1712,6037577200,10,2,2,1,5,1438995.184,5152.519862
1713,6037573402,14,3,3,3,5,4286358.324,12619.23633
1714,6037571800,8,2,3,1,2,4029486.383,9520.592278
1715,6037575802,20,5,5,5,5,466246.6367,2903.476153
1716,6037573403,11,5,3,1,2,2464790.98,8844.722485
1717,6037575500,0,0,2,4,5,2005154.688,6468.668738
1718,6037108102,7,2,1,2,2,3203218.395,6958.626361
1719,6037108103,8,3,1,2,2,3768773.102,13474.86638
1720,6037109300,11,4,2,2,3,1806915.129,6451.077275
1721,6037109200,9,3,2,1,3,1742445.684,5536.005726
1722,6037109500,13,4,2,4,3,1761087.313,7581.503167
1723,6037111202,6,2,1,1,2,2743755.953,7655.205975
1724,6037111301,8,2,1,3,2,2938245.855,7888.369701
1725,6037111302,9,2,1,2,4,2271337.43,6574.354899
1726,6037111400,8,1,1,3,3,2657314.781,6697.789436
1727,6037109700,9,3,2,2,2,2335447.613,6619.411248
1728,6037920332,5,2,1,1,1,6286052.973,13351.94777
1729,6037121600,12,4,3,3,2,1671538.816,6036.450711
1730,6037541802,16,4,4,4,4,1592994.406,5485.007963
1731,6037540700,13,3,4,4,2,1665953.82,5956.52185
1732,6037540901,12,2,4,5,1,1696493.152,5795.803243
1733,6037540800,10,3,3,3,1,2902090.734,9724.797051
1734,6037540902,10,3,3,3,1,3670486.809,7644.448449
1735,6037541605,14,3,3,5,3,1261769.574,5151.34736
1736,6037139303,17,5,3,4,5,608415.7266,3336.118774
1737,6037139301,10,3,5,1,1,4225998.152,9911.152548
1738,6037460301,6,1,2,2,1,7282632.102,14701.28875
1739,6037460200,6,1,2,1,2,4711381.777,9976.975467
1740,6037300800,8,3,1,2,2,8994951.824,17114.42411
1741,6037460501,4,1,1,1,1,11072660.09,22057.92967
1742,6037461100,7,1,1,3,2,2865063.66,7221.963849
1743,6037460600,4,1,1,1,1,6235519.754,13698.61314
1744,6037137502,10,2,2,2,4,3060637.453,7094.24812
1745,6037139302,16,5,3,3,5,491211.4961,2930.121904
1746,6037139200,10,2,3,2,3,1686210.234,5169.181066
1747,6037139701,5,1,1,1,2,4974774.094,12115.35436
1748,6037139703,5,1,1,1,2,6922741.473,15137.18094
1749,6037131020,12,5,2,3,2,2124481.621,6502.143242
1750,6037141400,10,2,3,1,4,2927126.617,7156.999841
1751,6037141302,11,3,3,2,3,1858973.75,6247.433319
1752,6037143100,11,5,3,1,2,2609595.738,6910.331806
1753,6037462800,15,5,3,3,4,1649100.395,5644.876089
1754,6037463101,9,2,2,2,3,1654260.059,6831.267217
1755,6037462900,8,3,2,1,2,3462024.477,7858.243294
1756,6037462700,13,5,2,2,4,2458712.324,6537.364835
1757,6037300400,8,3,1,1,3,2950876.832,8792.739119
1758,6037462600,6,1,1,1,3,1537679.961,5866.481978
1759,6037463200,9,3,1,1,4,2375725.805,8570.640177
1760,6037406101,12,5,2,2,3,2032493.613,6478.916883
1761,6037430102,11,4,2,3,2,1893497.395,7821.20611
1762,6037404702,15,2,5,4,4,1685732.18,5965.539417
1763,6037404701,16,3,5,4,4,2487794.664,6730.31643
1764,6037408623,13,2,4,3,4,1396068.176,4813.055826
1765,6037403319,8,1,4,2,1,3275654.594,7708.801997
1766,6037408401,16,4,5,3,4,1683162.199,6264.808102
1767,6037460700,5,2,1,1,1,10912670.49,16560.57759
1768,6037503702,10,1,3,2,4,2514141.664,7100.831298
1769,6037532102,15,3,5,3,4,1486889.793,4991.31386
1770,6037503402,9,1,3,2,3,2328882.41,6507.626171
1771,6037501600,9,1,4,2,2,14272517.26,17665.88858
1772,6037503501,10,2,3,3,2,2269213.816,8187.138714
1773,6037503502,7,1,2,2,2,1818756.883,6576.49595
1774,6037503601,9,2,3,2,2,2028101.941,6151.907368
1775,6037109100,11,3,2,2,4,3985103.504,9726.29605
1776,6037553702,13,2,3,4,4,1246081.98,6567.300689
1777,6037554101,14,4,2,4,4,688678.6133,4632.68421
1778,6037553802,18,4,5,4,5,2587780.391,8958.964634
1779,6037554001,10,3,3,2,2,1576076.402,5919.500624
1780,6037602200,11,3,5,2,1,3075696.203,8699.52399
1781,6037603400,12,5,2,3,2,1651583.168,5733.568781
1782,6037106510,7,3,1,2,1,8434334.656,13705.15469
1783,6037603004,16,4,4,4,4,326957.6133,3015.9182
1784,6037574202,15,5,4,2,4,1969267.07,7334.591897
1785,6037574201,13,4,3,2,4,1877099.715,5818.966848
1786,6037574601,7,3,2,1,1,1887459.66,7117.3106
1787,6037320300,12,2,2,4,4,2519707.191,6758.715896
1788,6037291210,17,5,5,5,2,1807670.449,5760.578814
1789,6037570203,19,5,4,5,5,1897299.387,5829.181766
1790,6037291220,17,5,5,5,2,1189548.156,4529.112872
1791,6037291300,12,4,5,2,1,3492725.043,11543.36812
1792,6037103300,6,2,1,1,2,9008680.824,13743.89594
1793,6037265700,8,2,3,2,1,1800622.93,5609.904522
1794,6037265410,10,4,4,1,1,827309.3789,5356.517341
1795,6037265301,10,4,3,2,1,2328629.109,7518.3621
1796,6037183101,8,2,2,2,2,1417997.676,6275.502995
1797,6037267100,9,2,4,2,1,1619758.977,5248.429657
1798,6037264302,6,2,2,1,1,2466872.727,8137.751549
1799,6037267300,15,5,5,2,3,628154.1055,3194.888859
1800,6037267402,13,3,5,2,3,625981.0977,3256.412938
1801,6037267501,14,4,5,3,2,662669.3711,3339.197447
1802,6037267502,12,3,5,2,2,635396.0078,3286.96846
1803,6037267600,13,5,5,1,2,1846793.48,5593.295118
1804,6037239202,19,5,5,5,4,1865392.711,5835.408203
1805,6037239201,18,4,5,5,4,660793.9336,3272.191971
1806,6037237402,13,4,3,4,2,759906.6992,3543.169036
1807,6037237401,11,2,3,4,2,755679.4063,3518.44985
1808,6037237202,16,5,4,5,2,1611623.078,5292.794063
1809,6037237201,16,4,4,5,3,661198.6367,3272.244214
1810,6037237101,16,3,4,5,4,914775.4063,3807.628743
1811,6037236204,13,2,3,5,3,339373.9258,2459.72398
1812,6037236203,15,2,4,5,4,488455.5273,3976.976
1813,6037234902,17,4,4,5,4,653188.0078,3666.935609
1814,6037222001,12,1,4,3,4,692415.6367,3369.117536
1815,6037221602,20,5,5,5,5,763024.8711,4414.129363
1816,6037221601,17,5,5,4,3,540092.2617,3054.145158
1817,6037221402,20,5,5,5,5,787788.4609,4725.641589
1818,6037430721,10,3,1,2,4,5963631.258,11696.68547
1819,6037670406,5,1,1,2,1,1730636.922,5351.816206
1820,6037670202,5,2,1,1,1,4324929.012,9917.746699
1821,6037301601,16,4,3,4,5,3316913.965,9619.471472
1822,6037670003,10,5,2,2,1,2185267.43,6789.90756
1823,6037670411,4,1,1,1,1,4196798.93,10593.73282
1824,6037211120,19,5,5,4,5,828461.7031,3878.311987
1825,6037572600,9,3,1,3,2,1854475.133,5769.023743
1826,6037573300,15,2,4,5,4,1146122.59,4865.219943
1827,6037575300,20,5,5,5,5,941126.7617,3880.494012
1828,6037572900,16,5,2,5,4,1122770.555,4378.013531
1829,6037573201,14,2,2,5,5,874692.543,3804.103235
1830,6037573100,11,1,2,4,4,1722331.727,5496.221142
1831,6037572700,11,3,1,4,3,1552383.945,5144.393713
1832,6037572800,15,4,3,3,5,1567798.18,6086.633232
1833,6037577000,11,3,2,2,4,2681831.906,7955.122061
1834,6037542200,15,5,2,4,4,2020687.684,6248.075427
1835,6037573202,14,2,3,5,4,942077.9844,3882.44129
1836,6037910205,9,2,1,3,3,43199581.64,29804.53241
1837,6037910705,9,1,1,3,4,8462943.965,11468.15865
1838,6037910206,6,1,1,2,2,74664967.8,45823.77034
1839,6037920328,6,3,1,1,1,3536735.879,7700.587824
1840,6037920330,6,2,1,1,2,4849317.496,8879.16223
1841,6037920329,5,2,1,1,1,3232967.906,7697.094005
1842,6037109601,11,2,2,3,4,3297949.727,7405.228793
1843,6037920303,6,3,1,1,1,75756144.64,50429.98445
1844,6037920312,7,2,1,2,2,18787887.22,21424.99484
1845,6037920313,7,2,1,2,2,4304104.387,9250.868632
1846,6037920314,4,1,1,1,1,16733531.62,19526.80388
1847,6037541603,18,5,4,5,4,1826371.879,7553.954029
1848,6037550700,11,3,4,2,2,3239601.57,8112.312553
1849,6037551600,0,5,1,0,5,1332454.941,5794.706871
1850,6037550400,10,4,4,1,1,1273017.926,5469.516125
1851,6037551201,11,1,3,3,4,1145078.965,4742.762434
1852,6037551202,10,1,4,3,2,2044974.793,5780.9982
1853,6037551700,12,2,4,3,3,1894537.355,5815.783752
1854,6037553602,16,5,4,4,3,881619.1836,4051.613396
1855,6037461200,6,1,1,1,3,3615324.25,10267.31283
1856,6037460502,5,2,1,1,1,3830025.602,11177.55425
1857,6037461300,8,1,1,2,4,2848549.625,10740.97593
1858,6037461000,7,1,1,3,2,2681975.281,9415.28977
1859,6037143200,13,5,5,1,2,1402401.586,5175.640537
1860,6037143300,10,3,5,1,1,2424651.762,7320.846133
1861,6037143400,10,3,4,1,2,2572116.242,7742.491171
1862,6037141700,5,1,2,1,1,4743542.527,11666.15391
1863,6037143602,9,2,4,1,2,1779912.066,6142.691316
1864,6037240010,15,3,5,5,2,856618.2383,4486.558233
1865,6037238400,12,2,5,3,2,1898220.172,5843.228666
1866,6037240020,14,3,4,5,2,1052065.414,4716.080649
1867,6037240200,15,4,5,4,2,1083829.797,4151.248213
1868,6037240300,14,3,5,4,2,1183683.168,4411.632096
1869,6037238200,13,2,5,3,3,1496908.676,5106.988654
1870,6037240700,13,3,4,4,2,1737284.582,5527.250296
1871,6037240600,13,3,4,5,1,984839.7852,4155.572561
1872,6037463400,12,5,1,2,4,2827673.25,9427.287001
1873,6037463700,9,2,2,1,4,2536152.434,6668.95598
1874,6037463800,7,1,2,1,3,4183123.898,10255.98439
1875,6037463500,12,4,2,1,5,2451695.043,6485.568144
1876,6037463900,10,2,2,1,5,2776430.855,7212.05613
1877,6037463300,9,3,1,1,4,966583.2227,5169.817267
1878,6037406000,9,2,2,2,3,2786151.219,9645.880288
1879,6037535101,16,3,5,5,3,1652379.992,6053.46176
1880,6037532302,17,5,5,5,2,4807542.922,11585.66817
1881,6037481712,18,5,4,4,5,1080142.84,4655.140714
1882,6037123104,11,2,2,3,4,1141988.43,4251.84175
1883,6037532304,18,4,4,5,5,12154053.82,18929.13434
1884,6037432901,14,2,5,3,4,1658968.266,5187.347938
1885,6037500100,6,1,3,1,1,14463030.32,18853.76465
1886,6037503703,10,1,3,2,4,3844562.516,7910.299048
1887,6037201700,15,5,5,3,2,2480427.391,7811.776925
1888,6037536200,16,5,4,3,4,3215689.066,11811.02018
1889,6037542000,12,2,3,4,3,1419685.426,5107.25844
1890,6037540102,13,4,4,4,1,1809966.813,5704.219723
1891,6037543603,12,4,5,1,2,2144922.723,6442.242566
1892,6037541001,17,5,5,3,4,3788627.777,7908.443477
1893,6037600502,14,4,5,3,2,1091751.879,5092.884985
1894,6037603500,9,4,2,2,1,1155735.094,4805.65839
1895,6037199110,13,2,3,4,4,1319004.035,5249.520142
1896,6037197700,15,2,5,4,4,1020509.648,5119.460474
1897,6037197600,13,3,5,2,3,572995.4063,3830.997
1898,6037197420,15,3,5,3,4,905344.3711,4282.317496
1899,6037197500,15,4,5,2,4,933831.3906,3836.37718
1900,6037199000,20,5,5,5,5,2280363.152,7009.659808
1901,6037199120,16,3,4,5,4,1404484.363,6062.081089
1902,6037199202,13,2,4,4,3,1398423.121,6716.061818
1903,6037293201,11,4,3,3,1,1558657.723,5126.983148
1904,6037292000,13,4,4,4,1,5818316.277,11752.6655
1905,6037293202,13,5,3,4,1,1531630.434,5256.975943
1906,6037294120,17,5,5,5,2,2254210.633,6272.498608
1907,6037621201,6,2,2,1,1,2385500.266,6383.313832
1908,6037620301,8,4,2,1,1,1500465.57,5219.694368
1909,6037620303,6,2,2,1,1,1689759.508,5861.178648
1910,6037620400,7,3,2,1,1,3750333.539,7760.620237
1911,6037620901,4,1,1,1,1,1267518.977,4738.420101
1912,6037620800,6,2,2,1,1,3612470.375,7753.654914
1913,6037267700,15,5,5,2,3,1187607.375,4485.388885
1914,6037267800,11,5,4,1,1,1684971.766,5473.360493
1915,6037269100,10,3,3,2,2,1221866.73,4576.259454
1916,6037700700,7,2,3,1,1,5162797.871,11808.19669
1917,6037226002,17,4,5,3,5,3743677.578,7877.829023
1918,6037226001,19,4,5,5,5,1518223.324,7005.092502
1919,6037222002,14,2,4,4,4,957307.6016,3991.870034
1920,6037980014,0,5,3,0,4,10827176.92,24970.16472
1921,6037980013,0,5,4,0,2,7724369.801,12607.91592
1922,6037980010,15,2,5,4,4,5604341.438,13435.96173
1923,6037651101,8,3,2,2,1,8098315.254,13800.23015
1924,6037203600,20,5,5,5,5,809764.7773,3931.787396
1925,6037670100,8,2,2,2,2,2102940.34,9122.429626
1926,6037670407,5,2,1,1,1,1820571.949,6375.49786
1927,6037599100,0,0,1,2,1,482099740.7,190108.2093
1928,6037670201,4,1,1,1,1,7079167.109,17379.66882
1929,6037601402,14,4,5,4,1,1434676.047,4878.794431
1930,6037901205,10,1,1,3,5,73118237.71,35262.18795
1931,6037574000,7,1,1,1,4,2639486.465,7024.428181
1932,6037910807,4,1,1,1,1,8119140.359,14177.52749
1933,6037920023,8,1,1,3,3,1973968.98,7676.180534
1934,6037920200,0,0,2,3,1,16743029.3,24283.36811
1935,6037920104,6,3,1,1,1,233700139.5,85097.36272
1936,6037920016,4,1,1,1,1,3182092.137,8201.698077
1937,6037920028,4,1,1,1,1,3975173.07,11624.70677
1938,6037910805,7,1,1,2,3,162389347.5,73108.77908
1939,6037920038,9,3,1,3,2,1449692.027,7282.282832
1940,6037920035,5,1,1,2,1,3638224.008,7474.788419
1941,6037920334,6,2,1,1,2,4122167.801,8252.31248
1942,6037920042,7,3,1,2,1,5546954.02,14571.6745
1943,6037910809,4,1,1,1,1,17837171.14,23081.08116
1944,6037920018,6,3,1,1,1,1418263.625,4850.939253
1945,6037910301,10,2,2,1,5,5835745.633,10270.3007
1946,6037106020,6,1,1,2,2,2969615.215,8568.534902
1947,6037920034,5,2,1,1,1,13282196.4,16578.78606
1948,6037910808,4,1,1,1,1,15886433.71,22940.62812
1949,6037310400,11,4,3,2,2,2055673.703,7482.919875
1950,6037550000,15,5,3,3,4,1146860.324,5359.157271
1951,6037550100,11,3,3,3,2,2393309.688,6804.909785
1952,6037551000,12,3,3,2,4,3581665.758,7802.348308
1953,6037552200,17,4,4,4,5,2467924.125,8195.445844
1954,6037552100,15,3,3,4,5,2127295.129,6424.489486
1955,6037551900,13,3,5,3,2,2286123.289,6387.116241
1956,6037553902,13,4,3,4,2,1539381.766,5412.920518
1957,6037403500,10,2,2,2,4,7148757.805,13838.2598
1958,6037461400,10,1,1,3,5,1487547.91,5849.393218
1959,6037920017,4,1,1,1,1,3060829.809,7577.35632
1960,6037310900,9,4,2,1,2,3174568.949,7902.640519
1961,6037311200,8,3,2,2,1,1454620.969,5159.346509
1962,6037311500,9,2,2,1,4,2192869.344,5923.588928
1963,6037311400,8,2,2,2,2,1373442.711,5606.720179
1964,6037800325,5,1,1,1,2,3380652.422,9251.657178
1965,6037238000,12,2,5,3,2,2425674.793,7777.872937
1966,6037240500,16,4,5,5,2,1186130.758,4512.978844
1967,6037240900,14,4,3,5,2,1559186.313,5238.39882
1968,6037240800,13,2,4,5,2,931547.7148,4971.399044
1969,6037125600,9,2,4,2,1,1495757.137,5456.848162
1970,6037262200,8,2,4,1,1,12523301.89,19192.85538
1971,6037242100,17,5,4,5,3,398487.4375,3850.774783
1972,6037241110,13,2,5,5,1,708751.5352,3877.726662
1973,6037241300,15,5,5,4,1,761272.2578,3658.987292
1974,6037241120,16,4,5,5,2,962927.6289,4270.848945
1975,6037241400,16,5,5,5,1,830257.3008,4044.937973
1976,6037242000,15,4,4,5,2,939550.082,3873.020679
1977,6037464000,10,3,3,1,3,4599365.637,9729.311482
1978,6037464100,8,1,2,1,4,9180933.039,17089.46481
1979,6037191710,18,5,4,4,5,1035585.109,4865.24129
1980,6037191203,17,3,5,4,5,299558.3906,2206.297854
1981,6037930200,6,1,1,3,1,448819655.7,168641.922
1982,6037910202,9,1,2,1,5,30102625.13,24671.28021
1983,6037481711,18,4,5,4,5,653114.7461,3287.100422
1984,6037480600,14,4,4,1,5,3437403.93,10536.74043
1985,6037480302,11,2,2,3,4,1538971.266,5478.654205
1986,6037504001,10,2,2,2,4,2015245.457,6655.564036
1987,6037532200,18,3,5,5,5,4095679.871,9995.946454
1988,6037503701,12,3,2,3,4,1679851.148,5728.006759
1989,6037500900,15,2,5,4,4,2077350.914,5879.972628
1990,6037432202,14,3,5,4,2,2020724.285,7413.450765
1991,6037500800,14,2,4,4,4,2798889.805,6813.262016
1992,6037500700,12,2,5,3,2,4741578.84,9500.527182
1993,6037543322,8,2,2,2,2,2857854.199,6725.751492
1994,6037543602,13,4,5,3,1,2348447.395,6322.88899
1995,6037106642,8,3,1,2,2,2316034.426,7502.790032
1996,6037543801,14,4,5,3,2,3194229.195,8248.049894
1997,6037543802,11,3,2,4,2,1972396.957,6000.165132
1998,6037541300,11,2,3,4,2,1968605.449,5980.182948
1999,6037541200,10,2,3,3,2,3117680.203,8450.798597
2000,6037541604,16,4,3,5,4,1213332.941,4479.199026
2001,6037199400,17,4,5,4,4,1017480.129,6233.578083
2002,6037199300,12,3,4,3,2,3786709.887,11618.80354
2003,6037199900,20,5,5,5,5,649832.4414,3738.954374
2004,6037199201,20,5,5,5,5,577872.1016,3290.690112
2005,6037199800,19,4,5,5,5,953069.9375,3962.439785
2006,6037201200,14,3,3,4,4,641525.6914,3839.3322
2007,6037201301,14,3,4,3,4,1275386.441,7361.476384
2008,6037201110,12,2,3,3,4,1478148.07,5954.223235
2009,6037201302,12,2,3,3,4,1448593.223,5523.526127
2010,6037201503,14,2,3,5,4,642699.7148,3381.598475
2011,6037620521,8,2,3,1,2,936381.0781,3870.735462
2012,6037620522,5,1,2,1,1,1088434.531,4171.133249
2013,6037620701,8,3,2,1,2,1477777.242,5588.644292
2014,6037620602,7,3,2,1,1,1963906.809,6873.381328
